name,artists,album,release_date,popularity,duration_ms,explicit,preview_url,external_url,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
The Boxer feat. Mumford & Sons and Paul Simon,"Jerry Douglas, Paul Simon, Mumford & Sons",Traveler,2012-06-26,55,245106,False,https://p.scdn.co/mp3-preview/5134c62a1729b1c11d086b5b2dff280b2738cb03?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1GXMLU8qafDOavxXIQPoag,1GXMLU8qafDOavxXIQPoag,0.491,0.372,0,-10.996,1,0.0317,0.677,5.61e-05,0.104,0.255,98.642,4
Be Yourself,Frank Ocean,Blonde,2016-08-20,63,86943,False,https://p.scdn.co/mp3-preview/f527bd2a1b2c9a67d409307c10a4c5f2c8a20eb5?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1IdZvb2XK8NmsovQlV6CPn,1IdZvb2XK8NmsovQlV6CPn,0.746,0.429,7,-11.143,1,0.494,0.985,0.0,0.149,0.932,88.413,3
A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),2024-04-12,87,171291,True,https://p.scdn.co/mp3-preview/59f68f3e96233e3c352659053dd48039790cd965?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/2FQrifJ1N335Ljm3TjTVVf,2FQrifJ1N335Ljm3TjTVVf,0.722,0.709,9,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,4
Climate (feat. Offset),"BigXthaPlug, Offset",THE BIGGEST,2023-12-01,65,170106,True,https://p.scdn.co/mp3-preview/2cad5023288914528836f09acd58c8b7c4f45500?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1c7MITQmNJTrvfbDSzWT6x,1c7MITQmNJTrvfbDSzWT6x,0.96,0.749,11,-3.881,0,0.251,0.0256,0.0,0.0889,0.703,124.563,4
Build Me Up Buttercup - Mono,The Foundations,Baby Now That I've Found You,1967-01-01,76,180133,False,https://p.scdn.co/mp3-preview/bf0881bd8c7eef444157aea54ce0b95e02b4ff6c?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1tfZtA15BfJHQTUy3dqTKC,1tfZtA15BfJHQTUy3dqTKC,0.64,0.664,0,-4.73,1,0.0289,0.196,0.0,0.31,0.879,134.002,4
The Outsiders,Kweku Collins,Nat Love,2016-04-08,20,251548,True,https://p.scdn.co/mp3-preview/502fb48e28d915e5ad108f0b3115dd8b9b507530?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/22ocpZjtd7HSxVPZqPfE4T,22ocpZjtd7HSxVPZqPfE4T,0.674,0.719,8,-6.51,1,0.0436,0.435,0.000308,0.113,0.293,90.483,3
Blue Notes,Meek Mill,DC4,2016-10-28,65,227808,True,https://p.scdn.co/mp3-preview/09545a8b9e5b9c5090717b6a7f34d779dfa3b4a9?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/7Gs3otHnZDq514kFHf0nx7,7Gs3otHnZDq514kFHf0nx7,0.515,0.431,4,-8.251,1,0.257,0.665,0.0,0.147,0.184,141.392,4
Running Back (feat. Lil Wayne),"Wale, Lil Wayne",Shine,2017-04-28,43,215360,True,https://p.scdn.co/mp3-preview/93fc4a8796f7b9057ba681b2bdeef5fe822f6a75?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/2h3i5tGUl6hMu572umjcGo,2h3i5tGUl6hMu572umjcGo,0.587,0.671,2,-4.48,1,0.144,0.0823,0.0,0.161,0.1,127.133,4
Love Like This,Lauren Daigle,Look Up Child,2018-09-07,57,254986,False,https://p.scdn.co/mp3-preview/b3b393abd1f936afcbbbca5cd17112fc2f62a937?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/3DBu7OhZ58syQ7PotgqXV2,3DBu7OhZ58syQ7PotgqXV2,0.492,0.384,9,-7.66,1,0.0255,0.505,5.47e-05,0.112,0.115,98.071,4
Casita,Goth Babe,Casita,2021-09-10,59,206000,False,https://p.scdn.co/mp3-preview/d5dbc97a6fa267030608971222d1d90bac26dc60?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/3HjAGIYYXG7PS7OegQa0xM,3HjAGIYYXG7PS7OegQa0xM,0.647,0.748,11,-8.674,0,0.349,0.379,1.36e-06,0.12,0.523,120.057,4
Float,HARBOUR,Thoughts on Letting Go,2019-09-02,49,271137,False,https://p.scdn.co/mp3-preview/57106a34d8e4941a11045ac9b19aa48e31ca11d1?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/3yev8y1jQ7Y7i8zQ5hBlgo,3yev8y1jQ7Y7i8zQ5hBlgo,0.555,0.799,11,-6.333,1,0.0435,0.0381,9.48e-05,0.131,0.342,144.728,4
Super Gremlin,Kodak Black,Back For Everything,2022-02-25,66,200547,True,https://p.scdn.co/mp3-preview/01f6ee2ac9540d2c3dff7513c6219d8bb04d5002?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1Y5Jvi3eLi4Chwqch9GMem,1Y5Jvi3eLi4Chwqch9GMem,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4
Roll in Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",Project Baby 2: All Grown Up,2017-08-18,70,213132,True,https://p.scdn.co/mp3-preview/1b576ba973999ee4ea4233c137e4973fc5dce959?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,40oKW22ZNNkEdZLJTScaQI,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,4
Stars Out,Chance the Rapper,Stars Out,2024-06-28,55,107462,True,https://p.scdn.co/mp3-preview/77d2b42e5953e2429b3e868050dee680383ccdbc?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1mTHqHDmUHhAKmO9mRur4z,1mTHqHDmUHhAKmO9mRur4z,0.908,0.665,9,-5.044,1,0.267,0.326,0.0,0.158,0.691,133.997,4
Heartless,Kanye West,808s & Heartbreak,2008-11-24,84,211000,False,,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5,4EWCNWgDS8707fNSZ1oaA5,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,4
fukumean,Gunna,a Gift & a Curse,2023-06-16,82,125040,True,https://p.scdn.co/mp3-preview/f237ab921af697ba9b49e12fa167c2ce1a82d6b4?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS,4rXLjWdF2ZZpXCVTfWcshS,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,4
Sinking Ship,The Backseat Lovers,When We Were Friends,2019-01-27,52,307941,False,https://p.scdn.co/mp3-preview/62710c0ca617593f66d9d6e85a0c061e02201a66?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/4ydzIb3mPmiSm30PIMIrq8,4ydzIb3mPmiSm30PIMIrq8,0.39,0.407,11,-11.562,1,0.0441,0.0261,1.7e-05,0.108,0.1,100.022,4
NIGHTS LIKE THIS PT 2,The Kid LAROI,THE FIRST TIME (DELUXE VERSION),2024-08-09,69,166368,True,https://p.scdn.co/mp3-preview/0e61089e9bfe0a74ba7da56583ad8de9a79ba413?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/57G4kEAuP7muC8UzZXtcVi,57G4kEAuP7muC8UzZXtcVi,0.393,0.632,1,-7.437,1,0.0416,0.00224,4.54e-05,0.286,0.109,94.651,4
Leave,Post Malone,Stoney (Deluxe),2016-12-09,54,324853,True,,https://open.spotify.com/track/5dI1yHSqgmilFEqpGbqxHh,5dI1yHSqgmilFEqpGbqxHh,0.536,0.55,4,-7.249,1,0.0229,0.246,9.95e-05,0.124,0.619,90.086,4
"Living Life, In The Night - slowed","Cheriimoya, Sierra Kidd","Living Life, In The Night (slowed)",2022-10-21,52,141290,True,https://p.scdn.co/mp3-preview/1b7931a360fe44e06934e3fe14f47dd17b33b34c?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/5kcNmFn1llGqEw6tAKq1IQ,5kcNmFn1llGqEw6tAKq1IQ,0.681,0.399,10,-11.06,0,0.0507,0.866,1.82e-06,0.137,0.19,124.211,4
Girls @ (feat. Chance the Rapper),"Joey Purp, Chance the Rapper",iiiDrops,2017-05-12,42,212950,True,https://p.scdn.co/mp3-preview/86dfb02d593b32b73c3459ddd108f289f67e361c?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/5p7sELomeqtq9ypH3VeVH1,5p7sELomeqtq9ypH3VeVH1,0.937,0.539,7,-7.316,1,0.26,0.00776,7.87e-05,0.089,0.621,110.021,4
Gale Song,The Lumineers,Cleopatra,2016-04-08,59,193720,False,https://p.scdn.co/mp3-preview/309c81b7c56ae0750e15a8c5f6d3b69bd333ec34?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/60fnI4ECShsbdMx5y8QuFw,60fnI4ECShsbdMx5y8QuFw,0.357,0.326,0,-8.441,1,0.0302,0.761,0.000132,0.104,0.181,176.525,3
Down By The Water,The Drums,The Drums,2010-06-07,44,206080,False,,https://open.spotify.com/track/6NFgv7jhNpbmiQhZqodx0w,6NFgv7jhNpbmiQhZqodx0w,0.496,0.422,10,-7.999,0,0.0235,0.708,0.0,0.136,0.299,80.007,4
Like Gold,Vance Joy,Nation of Two,2018-02-23,56,224400,False,https://p.scdn.co/mp3-preview/dfd9e5ea551975b398e4fa0f338ab2725446ffaa?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6Od2OWvoT4embWAgIGeFRd,6Od2OWvoT4embWAgIGeFRd,0.477,0.712,7,-6.759,1,0.0653,0.224,8.36e-06,0.118,0.407,109.965,4
The Prayer,"Céline Dion, Andrea Bocelli",These are Special Times,1998-10-30,61,268933,False,https://p.scdn.co/mp3-preview/7446ceef305c5be413ae790e5a2fc57c7c322f98?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6zlY4xmlgqvn4LxjzoS2mz,6zlY4xmlgqvn4LxjzoS2mz,0.186,0.321,10,-8.513,1,0.0338,0.821,3.59e-06,0.115,0.0505,81.915,5
